Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
b0dbf595-b6b8-cd5d-0000-00000000041c,Element,2.35,31.72,2.22,58.15,58.15,6.16,0,131.55,129.2,148,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000041d,Element,2.19,31.72,2.22,58.04,58.04,3.86,0,131.07,128.88,784,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000041e,Element,1.97,31.65,1.93,10.32,10.32,0.25,0,130.96,128.99,628,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000041f,Element,0.92,15.34,1.12,27.56,27.56,2.96,0,145.66,144.73,176,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000420,Element,0.76,15.34,1.12,27.30,27.30,1.86,0,145.18,144.41,916,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000421,Element,0.54,15.28,0.83,4.84,4.84,0.12,0,145.07,144.52,732,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000422,Element,0.92,15.34,1.19,27.63,27.63,2.97,0,145.65,144.73,132,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000423,Element,0.76,15.34,1.19,27.38,27.38,1.86,0,145.17,144.41,712,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000424,Element,0.54,15.27,0.90,4.85,4.85,0.12,0,145.06,144.52,572,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000425,Element,0.7,16.08,0.40,28.68,28.68,3.09,0,146.3,145.6,44,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000426,Element,0.54,16.08,0.40,28.41,28.41,1.93,0,145.82,145.28,240,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000427,Element,0.32,16.08,0.10,5.03,5.03,0.12,0,145.71,145.39,188,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000428,Element,16.56,12.01,0.40,29.38,29.38,2.31,0,161.6,145.04,68,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000429,Element,16.4,12.01,0.40,30.82,30.82,1.45,0,161.12,144.72,360,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042a,Element,16.18,12.01,0.10,5.44,5.44,0.09,0,161.01,144.83,284,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042b,Element,0.71,5.13,0.68,9.40,9.40,0.98,0,132.35,131.64,44,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042c,Element,0.55,5.13,0.68,9.22,9.22,0.62,0,131.87,131.32,272,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042d,Element,0.33,5.1,0.38,1.61,1.61,0.04,0,131.76,131.43,220,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042e,Element,0.69,4.65,0.61,8.55,8.55,0.89,0,132.35,131.66,36,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000042f,Element,0.53,4.65,0.61,8.37,8.37,0.56,0,131.87,131.34,232,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000430,Element,0.31,4.63,0.31,1.46,1.46,0.04,0,131.76,131.45,188,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000431,Element,0.72,6.7,1.29,12.23,12.23,1.25,0,131.22,130.51,112,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000432,Element,0.56,6.7,1.29,11.99,11.99,0.78,0,130.74,130.19,596,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000433,Element,0.34,6.62,1.01,2.11,2.11,0.05,0,130.63,130.3,476,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000434,Element,7.61,208.18,0.66,366.88,366.88,39.97,0,130.61,122.99,444,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000435,Element,7.45,208.18,0.66,365.13,365.13,25.05,0,130.13,122.67,2168,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000436,Element,7.23,208.18,0.36,65.02,65.02,1.59,0,130.02,122.78,1716,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000437,Element,1.08,25.38,0.40,45.28,45.28,4.87,0,177.37,176.28,140,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000438,Element,0.92,25.38,0.40,44.98,44.98,3.05,0,176.89,175.96,720,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000439,Element,0.7,25.38,0.10,7.99,7.99,0.19,0,176.78,176.07,572,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043a,Element,1.53,26.1,0.40,47.44,47.44,5.01,0,165.66,164.13,124,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043b,Element,1.37,26.1,0.40,47.35,47.35,3.14,0,165.18,163.81,640,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043c,Element,1.15,26.1,0.10,8.42,8.42,0.20,0,165.07,163.92,508,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043d,Element,2.05,29.11,0.40,54.16,54.16,5.59,0,115.56,113.51,260,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043e,Element,1.89,29.11,0.40,54.35,54.35,3.50,0,115.08,113.19,1320,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000043f,Element,1.67,29.11,0.10,9.67,9.67,0.22,0,114.97,113.3,1052,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000440,Element,12.86,136.29,2.88,263.97,263.97,26.38,0,146.46,133.6,728,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000441,Element,12.7,136.29,2.88,267.67,267.67,16.53,0,145.98,133.28,3768,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000442,Element,12.48,136.27,2.58,47.93,47.93,1.05,0,145.87,133.39,3032,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000443,Element,0.53,32.09,0.56,56.86,56.86,6.16,0,145.42,144.89,120,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000444,Element,0.37,32.09,0.56,56.47,56.47,3.86,0,144.94,144.57,632,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000445,Element,0.15,32.09,0.25,10.03,10.03,0.25,0,144.83,144.68,504,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000446,Element,2.99,59.84,3.68,108.87,108.87,11.70,0,123.47,120.48,364,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000447,Element,2.83,59.84,3.68,108.38,108.38,7.33,0,122.99,120.16,1968,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000448,Element,2.61,59.71,3.40,19.29,19.29,0.47,0,122.88,120.27,1596,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000449,Element,6.27,127.1,3.19,227.53,227.53,24.60,0,116.97,110.69,796,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044a,Element,6.11,127.1,3.19,226.62,226.62,15.43,0,116.49,110.37,4196,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044b,Element,5.89,127.04,2.89,40.35,40.35,0.98,0,116.38,110.48,3392,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044c,Element,7.53,96.98,0.72,177.85,177.85,18.62,0,178.62,171.09,456,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044d,Element,7.37,96.98,0.72,178.51,178.51,11.67,0,178.14,170.77,2220,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044e,Element,7.15,96.97,0.42,31.85,31.85,0.74,0,178.03,170.88,1756,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000044f,Element,0.86,173.19,0.50,305.20,305.20,33.25,0,178.63,177.77,528,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000450,Element,0.7,173.19,0.50,303.70,303.70,20.84,0,178.15,177.45,2612,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000451,Element,0.48,173.19,0.20,54.08,54.08,1.33,0,178.04,177.56,2076,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000452,Element,1.82,406.29,0.68,715.47,715.47,78.01,0,178.23,176.4,1344,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000453,Element,1.66,406.29,0.68,712.14,712.14,48.90,0,177.75,176.08,6532,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000454,Element,1.44,406.29,0.38,126.84,126.84,3.11,0,177.64,176.19,5180,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000455,Element,1.14,86.27,0.50,152.21,152.21,16.56,0,177.95,176.8,236,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000456,Element,0.98,86.27,0.50,151.39,151.39,10.38,0,177.47,176.48,1168,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000457,Element,0.76,86.27,0.20,26.94,26.94,0.66,0,177.36,176.59,924,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000458,Element,4.55,451,2.10,794.70,794.70,86.63,0,181.49,176.95,1380,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000459,Element,4.39,451,2.10,791.03,791.03,54.30,0,181.01,176.63,6632,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045a,Element,4.17,450.94,1.81,140.90,140.90,3.46,0,180.9,176.74,5244,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045b,Element,3.61,497.21,3.08,875.58,875.58,95.49,0,184.65,181.04,1532,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045c,Element,3.45,497.21,3.08,871.54,871.54,59.85,0,184.17,180.72,7360,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045d,Element,3.23,497.21,2.78,155.24,155.24,3.80,0,184.06,180.83,5820,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045e,Element,3.56,300.41,6.07,529.64,529.64,57.73,0,184.63,181.07,1112,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000045f,Element,3.4,300.41,6.07,527.16,527.16,36.19,0,184.15,180.75,5608,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000460,Element,3.18,300.39,5.77,93.89,93.89,2.31,0,184.04,180.86,4488,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000461,Element,5.55,199.72,3.62,352.71,352.71,38.41,0,181.55,176.01,760,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000462,Element,5.39,199.72,3.62,351.02,351.02,24.08,0,181.07,175.69,3892,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000463,Element,5.17,199.71,3.32,62.51,62.51,1.53,0,180.96,175.8,3124,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000464,Element,11.41,457.51,2.04,807.38,807.38,87.85,0,176.57,165.17,1640,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000465,Element,11.25,457.51,2.04,803.93,803.93,55.08,0,176.09,164.85,8084,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000466,Element,11.03,457.5,1.74,143.20,143.20,3.50,0,175.98,164.96,6436,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000467,Element,2.37,162.46,1.62,286.82,286.82,31.20,0,165.61,163.23,628,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000468,Element,2.21,162.46,1.62,285.39,285.39,19.56,0,165.13,162.91,3068,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000469,Element,1.99,162.45,1.32,50.81,50.81,1.24,0,165.02,163.02,2432,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046a,Element,1.82,170.66,4.49,301.12,301.12,32.81,0,163.71,161.9,444,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046b,Element,1.66,170.66,4.49,299.65,299.65,20.56,0,163.23,161.58,2204,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046c,Element,1.44,170.63,4.19,53.36,53.36,1.31,0,163.12,161.69,1752,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046d,Element,3.05,435.07,26.65,774.26,774.26,84.40,0,162.36,159.31,1264,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046e,Element,2.89,435.07,26.65,770.69,770.69,52.91,0,161.88,158.99,6356,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000046f,Element,2.67,435,26.35,137.27,137.27,3.35,0,161.77,159.1,5084,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000470,Element,5.58,434.72,27.35,773.19,773.19,84.31,0,159.85,154.26,800,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000471,Element,5.42,434.72,27.35,769.62,769.62,52.84,0,159.37,153.94,4056,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000472,Element,5.2,434.65,27.06,137.09,137.09,3.36,0,159.26,154.05,3248,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000473,Element,8.97,448.73,6.59,790.94,790.94,86.19,0,154.7,145.72,1160,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000474,Element,8.81,448.73,6.59,787.33,787.33,54.05,0,154.22,145.4,5860,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000475,Element,8.59,448.69,6.29,140.23,140.23,3.41,0,154.11,145.51,4692,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000476,Element,0.79,19.23,0.85,34.24,34.24,3.69,0,146.7,145.9,52,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000477,Element,0.63,19.23,0.85,33.95,33.95,2.31,0,146.22,145.58,304,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000478,Element,0.41,19.2,0.55,6.02,6.02,0.15,0,146.11,145.69,244,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000479,Element,1.2,63.11,1.57,111.74,111.74,12.14,0,145.37,144.17,224,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047a,Element,1.04,63.11,1.57,111.12,111.12,7.61,0,144.89,143.85,1156,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047b,Element,0.82,63.07,1.15,19.77,19.77,0.48,0,144.78,143.96,924,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047c,Element,4.48,103.84,0.92,183.20,183.20,19.94,0,121.09,116.61,372,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047d,Element,4.32,103.84,0.92,182.26,182.26,12.50,0,120.61,116.29,1892,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047e,Element,4.1,103.83,0.62,32.44,32.44,0.79,0,120.5,116.4,1512,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000047f,Element,0.65,4.41,0.40,8.14,8.14,0.85,0,117.01,116.36,20,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000480,Element,0.49,4.41,0.40,7.97,7.97,0.53,0,116.53,116.04,120,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000481,Element,0.27,4.41,0.10,1.39,1.39,0.03,0,116.42,116.15,92,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000482,Element,5.39,283.04,11.38,501.28,501.28,54.56,0,112.05,106.66,608,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000483,Element,5.23,283.04,11.38,499.06,499.06,34.20,0,111.57,106.34,3132,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000484,Element,5.01,282.99,11.08,88.87,88.87,2.17,0,111.46,106.45,2516,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000485,Element,0.75,18.2,0.40,32.42,32.42,3.50,0,108.26,107.51,68,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000486,Element,0.59,18.2,0.40,32.14,32.14,2.19,0,107.78,107.19,360,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000487,Element,0.37,18.2,0.10,5.70,5.70,0.14,0,107.67,107.3,284,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000488,Element,1.18,74.55,0.47,132.09,132.09,14.31,0,115.86,114.68,252,CONDUIT
b0dbf595-b6b8-cd5d-0000-000000000489,Element,1.02,74.55,0.47,131.46,131.46,8.97,0,115.38,114.36,1248,CONDUIT
b0dbf595-b6b8-cd5d-0000-00000000048a,Element,0.8,74.55,0.17,23.39,23.39,0.57,0,115.27,114.47,988,CONDUIT
a0276896-8c3e-52cf-0000-00000000009d,Element,0.35,3,0.75,7.23,7.23,0.61,0,114.43,114.08,48,COVERING
a0276896-8c3e-52cf-0000-00000000009e,Element,0.17,3,0.65,5.07,5.07,0.28,0,114.1,113.92,48,COVERING
a0276896-8c3e-52cf-0000-0000000000c9,Element,0.29,5,0.73,10.71,10.71,0.72,0,113.68,113.39,80,COVERING
a0276896-8c3e-52cf-0000-0000000000ca,Element,0.2,5,0.65,8.33,8.33,0.46,0,113.44,113.24,80,COVERING
a0276896-8c3e-52cf-0000-0000000000de,Element,0.4,15.03,0.75,34.81,34.81,3.15,0,114.41,114.02,132,COVERING
a0276896-8c3e-52cf-0000-0000000000df,Element,0.22,15.03,0.65,24.65,24.65,1.39,0,114.08,113.86,130,COVERING
a0276896-8c3e-52cf-0000-000000001f75,Element,0.36,8.01,0.66,13.25,13.25,0.74,0,138.7,138.34,132,COVERING
a0276896-8c3e-52cf-0000-000000001f76,Element,0.45,8.01,0.74,16.99,16.99,1.15,0,138.94,138.49,128,COVERING
a0276896-8c3e-52cf-0000-000000001f84,Element,0.36,7.92,0.66,13.09,13.09,0.73,0,138.22,137.86,132,COVERING
a0276896-8c3e-52cf-0000-000000001f85,Element,0.54,7.92,0.76,18.41,18.41,1.61,0,138.56,138.02,134,COVERING
a0276896-8c3e-52cf-0000-000000001f97,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,138.5,137.73,268,COVERING
a0276896-8c3e-52cf-0000-000000001f98,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,138.75,137.88,248,COVERING
a0276896-8c3e-52cf-0000-000000001fa6,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,138.03,137.25,274,COVERING
a0276896-8c3e-52cf-0000-000000001fa7,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,138.36,137.41,254,COVERING
a0276896-8c3e-52cf-0000-000000001fb9,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,137.89,137.12,274,COVERING
a0276896-8c3e-52cf-0000-000000001fba,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,138.14,137.27,254,COVERING
a0276896-8c3e-52cf-0000-000000001fc8,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,137.42,136.64,274,COVERING
a0276896-8c3e-52cf-0000-000000001fc9,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,137.75,136.8,248,COVERING
a0276896-8c3e-52cf-0000-000000001fdb,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,137.28,136.51,280,COVERING
a0276896-8c3e-52cf-0000-000000001fdc,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,137.53,136.66,254,COVERING
a0276896-8c3e-52cf-0000-000000001fea,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,136.81,136.03,280,COVERING
a0276896-8c3e-52cf-0000-000000001feb,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,137.14,136.19,248,COVERING
a0276896-8c3e-52cf-0000-000000001ffc,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,136.67,135.9,306,COVERING
a0276896-8c3e-52cf-0000-000000001ffd,Element,0.86,25.03,0.79,52.48,52.48,3.59,0,136.92,136.05,280,COVERING
a0276896-8c3e-52cf-0000-00000000200b,Element,0.78,24.76,0.71,40.50,40.50,2.29,0,136.2,135.42,318,COVERING
a0276896-8c3e-52cf-0000-00000000200c,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,136.53,135.58,280,COVERING
a0276896-8c3e-52cf-0000-00000000201d,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,136.06,135.29,274,COVERING
a0276896-8c3e-52cf-0000-00000000201e,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,136.31,135.44,254,COVERING
a0276896-8c3e-52cf-0000-00000000202c,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,135.59,134.81,248,COVERING
a0276896-8c3e-52cf-0000-00000000202d,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,135.92,134.97,222,COVERING
a0276896-8c3e-52cf-0000-00000000203f,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,135.45,134.68,254,COVERING
a0276896-8c3e-52cf-0000-000000002040,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,135.7,134.83,228,COVERING
a0276896-8c3e-52cf-0000-00000000204e,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,134.98,134.2,268,COVERING
a0276896-8c3e-52cf-0000-00000000204f,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,135.31,134.36,254,COVERING
a0276896-8c3e-52cf-0000-000000002062,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,134.84,134.07,312,COVERING
a0276896-8c3e-52cf-0000-000000002063,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,135.09,134.22,274,COVERING
a0276896-8c3e-52cf-0000-000000002071,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,134.37,133.59,294,COVERING
a0276896-8c3e-52cf-0000-000000002072,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,134.7,133.75,280,COVERING
a0276896-8c3e-52cf-0000-000000002084,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,134.23,133.46,280,COVERING
a0276896-8c3e-52cf-0000-000000002085,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,134.48,133.61,248,COVERING
a0276896-8c3e-52cf-0000-000000002093,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,133.76,132.98,268,COVERING
a0276896-8c3e-52cf-0000-000000002094,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,134.09,133.14,254,COVERING
a0276896-8c3e-52cf-0000-0000000020a7,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,133.62,132.85,280,COVERING
a0276896-8c3e-52cf-0000-0000000020a8,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,133.87,133,248,COVERING
a0276896-8c3e-52cf-0000-0000000020b6,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,133.15,132.37,268,COVERING
a0276896-8c3e-52cf-0000-0000000020b7,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,133.48,132.53,260,COVERING
a0276896-8c3e-52cf-0000-0000000020c9,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,133.01,132.24,280,COVERING
a0276896-8c3e-52cf-0000-0000000020ca,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,133.26,132.39,248,COVERING
a0276896-8c3e-52cf-0000-0000000020d8,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,132.54,131.76,274,COVERING
a0276896-8c3e-52cf-0000-0000000020d9,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,132.87,131.92,254,COVERING
a0276896-8c3e-52cf-0000-0000000020eb,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,132.4,131.63,274,COVERING
a0276896-8c3e-52cf-0000-0000000020ec,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,132.65,131.78,248,COVERING
a0276896-8c3e-52cf-0000-0000000020fa,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,131.92,131.15,274,COVERING
a0276896-8c3e-52cf-0000-0000000020fb,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,132.26,131.31,248,COVERING
a0276896-8c3e-52cf-0000-00000000210d,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,131.79,131.02,274,COVERING
a0276896-8c3e-52cf-0000-00000000210e,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,132.04,131.17,248,COVERING
a0276896-8c3e-52cf-0000-00000000211c,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,131.31,130.54,268,COVERING
a0276896-8c3e-52cf-0000-00000000211d,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,131.65,130.7,254,COVERING
a0276896-8c3e-52cf-0000-00000000212e,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,131.18,130.41,268,COVERING
a0276896-8c3e-52cf-0000-00000000212f,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,131.43,130.56,248,COVERING
a0276896-8c3e-52cf-0000-00000000213d,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,130.7,129.93,274,COVERING
a0276896-8c3e-52cf-0000-00000000213e,Element,0.95,24.76,0.81,56.66,56.66,5.04,0,131.04,130.08,260,COVERING
a0276896-8c3e-52cf-0000-000000002150,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,130.57,129.8,268,COVERING
a0276896-8c3e-52cf-0000-000000002151,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,130.82,129.95,254,COVERING
a0276896-8c3e-52cf-0000-00000000215f,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,130.09,129.32,274,COVERING
a0276896-8c3e-52cf-0000-000000002160,Element,0.95,24.76,0.81,56.66,56.66,5.04,0,130.43,129.47,254,COVERING
a0276896-8c3e-52cf-0000-000000002171,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,129.96,129.19,268,COVERING
a0276896-8c3e-52cf-0000-000000002172,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,130.21,129.34,254,COVERING
a0276896-8c3e-52cf-0000-000000002180,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,129.48,128.71,274,COVERING
a0276896-8c3e-52cf-0000-000000002181,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,129.82,128.86,248,COVERING
a0276896-8c3e-52cf-0000-000000002193,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,129.35,128.58,274,COVERING
a0276896-8c3e-52cf-0000-000000002194,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,129.6,128.73,248,COVERING
a0276896-8c3e-52cf-0000-0000000021a2,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,128.87,128.1,274,COVERING
a0276896-8c3e-52cf-0000-0000000021a3,Element,0.95,24.76,0.81,56.66,56.66,5.04,0,129.21,128.25,260,COVERING
a0276896-8c3e-52cf-0000-0000000021b5,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,128.74,127.97,274,COVERING
a0276896-8c3e-52cf-0000-0000000021b6,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,128.99,128.12,248,COVERING
a0276896-8c3e-52cf-0000-0000000021c4,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,128.26,127.49,274,COVERING
a0276896-8c3e-52cf-0000-0000000021c5,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,128.6,127.64,260,COVERING
a0276896-8c3e-52cf-0000-0000000021d7,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,128.13,127.36,274,COVERING
a0276896-8c3e-52cf-0000-0000000021d8,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,128.38,127.51,248,COVERING
a0276896-8c3e-52cf-0000-0000000021e6,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,127.65,126.88,274,COVERING
a0276896-8c3e-52cf-0000-0000000021e7,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,127.99,127.03,260,COVERING
a0276896-8c3e-52cf-0000-0000000021f9,Element,0.78,25.03,0.71,40.99,40.99,2.32,0,127.52,126.75,280,COVERING
a0276896-8c3e-52cf-0000-0000000021fa,Element,0.86,25.03,0.79,52.49,52.49,3.59,0,127.77,126.9,248,COVERING
a0276896-8c3e-52cf-0000-000000002208,Element,0.78,24.76,0.71,40.51,40.51,2.29,0,127.04,126.27,268,COVERING
a0276896-8c3e-52cf-0000-000000002209,Element,0.95,24.76,0.81,56.65,56.65,5.04,0,127.38,126.42,260,COVERING
